Event,Site,Date,Round,White,Black,Result,CurrentPosition,Timezone,ECO,ECOUrl,UTCDate,UTCTime,WhiteElo,BlackElo,TimeControl,Termination,StartTime,EndDate,EndTime,Link,Moves
Live Chess,Chess.com,2024.08.26,-,MagnusCarlsen,MolecularChemist,1-0,3r1rk1/pp3ppp/1bbq4/8/2NP4/1Q4P1/P3PPBP/R2R2K1 b - -,UTC,D37,https://www.chess.com/openings/Queens-Gambit-Declined-Three-Knights-Barmen-Variation-5.cxd5-exd5,2024.08.26,00:03:09,3324,2926,180,MagnusCarlsen won by resignation,00:03:09,2024.08.26,00:06:07,https://www.chess.com/game/live/118369675971,d4 Nf6 Nf3 d5 c4 e6 Nc3 Nbd7 cxd5 exd5 Qc2 Bb4 Bf4 Ne4 g3 O-O Bg2 c6 O-O Ndf6 Nxe4 Nxe4 Ne5 Nd6 Nd3 Ba5 b4 Bc7 Bxd6 Bxd6 b5 Bd7 bxc6 Bxc6 Qb3 Bc7 Nb4 Qd6 Nxd5 Ba5 Rfd1 Rad8 Ne3 Bb6 Nc4
Live Chess,Chess.com,2024.08.26,-,MagnusCarlsen,wonderfultime,1-0,2R5/2P4r/2K5/8/7k/8/8/8 b - -,UTC,D36,https://www.chess.com/openings/Queens-Gambit-Declined-Exchange-Positional-Line-Reshevsky-Variation...11.Bf4-Bd6-12.Bxd6-Qxd6,2024.08.26,04:07:56,3327,3031,180,MagnusCarlsen won by resignation,04:07:56,2024.08.26,04:13:49,https://www.chess.com/game/live/118384105629,d4 d5 c4 e6 cxd5 exd5 Nc3 c6 Bf4 Bd6 Bxd6 Qxd6 e3 Nf6 Bd3 O-O h3 Re8 Qc2 Nbd7 Nf3 Nf8 O-O Ng6 Rab1 a5 a3 Bd7 Rfc1 Ne7 b4 axb4 axb4 Rec8 Na4 Rab8 Qc5 Qxc5 bxc5 Bf5 Bxf5 Nxf5 Rb4 Ne4 Nc3 Ne7 Ne5 Rc7 Nxe4 dxe4 Rcb1 Nd5 R4b3 f5 g3 g6 Nc4 Rd7 Na5 Ra8 Nxb7 g5 Nd6 f4 Rb8+ Rxb8 Rxb8+ Kg7 exf4 gxf4 Nxe4 fxg3 fxg3 Ra7 Rc8 Ra4 Ng5 h6 Ne6+ Kf6 Rxc6 Kf5 Nf4 Nxf4 gxf4 Rxd4 Rxh6 Rc4 Rh8 Rc2 Rc8 Kxf4 c6 Kg3 Kf1 Rf2+ Ke1 Rf7 Ke2 Kxh3 c7 Rh7 Kf3 Kh4 Kf4 Kh5 Ke5 Kh4 Kd6 Rh6+ Kd7 Rh7+ Kc6
Live Chess,Chess.com,2024.08.26,-,wonderfultime,MagnusCarlsen,0-1,4r1k1/pp3pBp/2p1q3/1PPr4/P4p2/4PpP1/Q4P1P/R2R2K1 w - -,UTC,E64,https://www.chess.com/openings/Kings-Indian-Defense-Fianchetto-Yugoslav-Panno-System...9.Nc3-c6-10.b3-Re8,2024.08.26,04:13:53,3029,3329,180,MagnusCarlsen won by resignation,04:13:53,2024.08.26,04:18:22,https://www.chess.com/game/live/118384680313,d4 Nf6 Nf3 d6 c4 g6 g3 Bg7 Bg2 O-O O-O Nbd7 Qc2 e5 Rd1 Re8 Nc3 c6 b3 Qe7 e3 Nf8 dxe5 dxe5 a4 e4 Ba3 Qc7 Bd6 Qa5 Nd2 Bf5 b4 Qd8 c5 Qc8 Nc4 Ne6 Be5 Ng5 Nd6 Qe6 Bd4 Nf3+ Bxf3 exf3 Nxf5 gxf5 Qa2 Rad8 b5 Nd5 Bxg7 f4 Nxd5 Rxd5
Live Chess,Chess.com,2024.08.26,-,MagnusCarlsen,wonderfultime,0-1,2K5/8/3q4/3k4/8/8/8/8 w - -,UTC,D31,https://www.chess.com/openings/Queens-Gambit-Declined-Semi-Slav-Defense-Accelerated-Move-Order...6.Bxd6-Qxd6-7.e3-Bf5,2024.08.26,04:18:29,3315,3043,180,wonderfultime won on time,04:18:29,2024.08.26,04:25:36,https://www.chess.com/game/live/118384709463,d4 d5 c4 e6 cxd5 exd5 Nc3 c6 Bf4 Bd6 Bxd6 Qxd6 e3 Bf5 Qb3 Qc7 Nf3 Nd7 Nh4 Bg6 Nxg6 hxg6 h3 Ngf6 O-O-O O-O-O Kb1 Kb8 Rc1 Qd6 Bd3 Rhe8 Rc2 c5 Qa3 Qe7 Rd1 cxd4 Qxe7 Rxe7 exd4 Nb6 Be2 Ne4 Bf3 f5 h4 Rc8 Rdc1 Rc4 Nxd5 Rxc2 Nxe7 Rxf2 Bxe4 fxe4 b3 Rxg2 a4 a5 Rc5 Nd7 Rg5 Rxg5 hxg5 Nf8 Kc2 Kc7 Nd5+ Kd6 Nc3 Ne6 Nxe4+ Kd5 Kd3 Nxd4 Nc3+ Ke5 Kc4 Ne6 Kb5 Nxg5 Kxa5 Kd4 Ne2+ Kc5 b4+ Kc6 Nd4+ Kc7 Kb5 Ne4 Kc4 Nd6+ Kd5 Kd7 Ne6 Nf5 Ke5 Ne7 Nc5+ Kc7 Nd3 g5 a5 Kc6 Ke6 Nc8 Ne5+ Kb5 Nf7 g4 Ne5 g3 Kf5 g2 Nf3 Kxb4 Kf4 Kxa5 Kg3 b5 Kxg2 b4 Kf2 Ne7 Ke2 Ka4 Nd2 Ka3 Kd3 b3 Nc4+ Ka2 Ke4 g6 Nd2 b2 Ke5 b1=Q Nxb1 Kxb1 Kf6 Kc2 Kg5 Kd3 Kf6 Ke4 Kxe7 Kf5 Kd6 g5 Kd5 g4 Kd6 g3 Ke7 g2 Kd6 g1=Q Kd5 Qg3 Kd4 Qe5+ Kc4 Qe4+ Kc5 Ke5 Kb6 Qd5 Kc7 Qd6+ Kc8 Kd5
Live Chess,Chess.com,2024.08.26,-,wonderfultime,MagnusCarlsen,0-1,6k1/5p1p/6p1/pR6/1b5P/6P1/1p2K3/8 w - -,UTC,E64,https://www.chess.com/openings/Kings-Indian-Defense-Fianchetto-Yugoslav-Panno-System...8.Rd1-Re8-9.Nc3-c6,2024.08.26,04:25:42,3040,3318,180,MagnusCarlsen won by resignation,04:25:42,2024.08.26,04:31:08,https://www.chess.com/game/live/118385291985,d4 Nf6 c4 g6 Nf3 Bg7 g3 O-O Bg2 d6 O-O Nbd7 Qc2 e5 Rd1 Re8 Nc3 c6 dxe5 dxe5 Nd2 Qe7 Nde4 Nc5 Nxc5 Qxc5 Qb3 e4 Be3 Qh5 Nxe4 Ng4 h4 Bf5 Nd6 Nxe3 fxe3 Qxe2 Nxe8 Rxe8 Re1 Qxb2 Qxb2 Bxb2 Rad1 Bc3 Rf1 Rxe3 Rf3 Rxf3 Bxf3 Be6 Rb1 b5 cxb5 Bxa2 Rc1 Bd4+ Kg2 cxb5 Rd1 Bc3 Bd5 Bxd5+ Rxd5 b4 Ra5 b3 Rb5 b2 Kf3 a5 Ke2 Bb4
Live Chess,Chess.com,2024.08.26,-,MagnusCarlsen,wonderfultime,1-0,8/8/3p4/P2p3p/1P2r3/2PKBkP1/5P2/8 b - -,UTC,C50,https://www.chess.com/openings/Italian-Game,2024.08.26,04:31:19,3321,3037,180,MagnusCarlsen won by resignation,04:31:19,2024.08.26,04:36:39,https://www.chess.com/game/live/118385863973,e4 e5 Nf3 Nc6 Bc4 a6 d4 exd4 Nxd4 d6 O-O Nf6 Nxc6 bxc6 e5 dxe5 Bxf7+ Ke7 Bb3 Qxd1 Rxd1 Bg4 Re1 Kd7 Nd2 Bd6 Nc4 Rae8 Bd2 e4 Bc3 Nd5 Bxg7 Rhg8 Nxd6 cxd6 Bxd5 cxd5 Bd4 Bf3 g3 Re6 Re3 Rh6 Rae1 Rg5 Ra3 Rh3 Ree3 Rgh5 Rxf3 exf3 Rxf3 Rxh2 Ra3 Ke6 Rxa6 Kf5 Ra4 Kg4 Kf1 Rf5 Ke2 h5 Be3+ Kh3 Rh4+ Kg2 Rxh2+ Kxh2 a4 Kg2 b4 Re5 Kd3 Re4 c3 Kf3 a5
Live Chess,Chess.com,2024.08.26,-,wonderfultime,MagnusCarlsen,0-1,2r1r3/1b3pk1/3p1n1R/pp4p1/4P1P1/2P2P2/PPBK4/R7 w - -,UTC,A46,https://www.chess.com/openings/Indian-Game-Tartakower-Defense-3.Bg5-Nbd7,2024.08.26,04:36:45,3034,3324,180,MagnusCarlsen won by resignation,04:36:45,2024.08.26,04:40:33,https://www.chess.com/game/live/118385898579,d4 Nf6 Nf3 d6 Bg5 Nbd7 Nc3 h6 Bh4 g5 Bg3 Nh5 e4 Bg7 Bc4 e6 Bb3 a6 Ne2 b6 c3 Bb7 Nd2 Ndf6 f3 Nxg3 hxg3 c5 g4 b5 Nf1 O-O Nfg3 Qb6 Qd2 a5 Bc2 cxd4 Nxd4 Rac8 Ndf5 exf5 Nxf5 Rfe8 Nxh6+ Bxh6 Rxh6 Qg1+ Ke2 Qxg2+ Ke1 Qxd2+ Kxd2 Kg7
Live Chess,Chess.com,2024.08.27,-,Benek77,MagnusCarlsen,0-1,8/p1pk3p/1p6/3p1N2/3P4/P2R2nP/P4PP1/2r3K1 w - -,UTC,B00,https://www.chess.com/openings/Nimzowitsch-Defense-Declined-Colorado-Countergambit-Accepted-3...d5,2024.08.27,15:00:00,2541,3324,180+1,MagnusCarlsen won by resignation,15:00:00,2024.08.27,15:05:34,https://www.chess.com/game/live/118509573789,e4 Nc6 Nf3 f5 exf5 d5 d4 Bxf5 Bd3 e6 O-O Bd6 Re1 Qf6 Bxf5 Qxf5 Ng5 O-O-O Nxe6 Re8 Nxg7 Rxe1+ Qxe1 Qd7 Qe6 Nxd4 Qxd7+ Kxd7 Na3 Nf6 Be3 Nc6 Nf5 Bxa3 bxa3 Re8 Rb1 b6 h3 Re4 Rb3 Rc4 c3 Ne4 Bd4 Nxd4 cxd4 Rc1+ Kh2 Nd2 Rd3 Nf1+ Kg1 Ng3+
Live Chess,Chess.com,2024.08.27,-,MagnusCarlsen,chessbaerchen,1-0,1r2k1R1/8/1p1n3p/4p3/1b4PP/4P3/5PB1/3R2K1 b - -,UTC,E05,https://www.chess.com/openings/Catalan-Opening-Open-Defense-Classical-Line-6.O-O-O-O,2024.08.27,15:10:24,3324,2646,180+1,MagnusCarlsen won by resignation,15:10:24,2024.08.27,15:15:32,https://www.chess.com/game/live/118510178727,d4 d5 Nf3 Nf6 c4 e6 g3 Be7 Bg2 O-O O-O dxc4 h4 a6 Ne5 c5 dxc5 Qxd1 Rxd1 Bxc5 Nc3 Nbd7 Nxc4 Re8 Na4 Bf8 Nab6 Rb8 Be3 Nxb6 Nxb6 e5 Nxc8 Rexc8 Ba7 Bc5 Bxb8 Rxb8 e3 a5 a3 Kf8 Rac1 b6 Rc4 Ke7 g4 Ne8 b4 axb4 axb4 Nd6 Rc2 Bxb4 Rc7+ Kd8 Rxf7 Ke8 Rxg7 h6 Rg8+
Live Chess,Chess.com,2024.08.27,-,NikitaShandrygin,MagnusCarlsen,0-1,6k1/2p4r/4p3/1p1pNp2/pP1PnPP1/P1P1QR2/6Kq/6Br w - -,UTC,A40,https://www.chess.com/openings/Queens-Pawn-Opening-Mikenas-Defense-2.Nf3,2024.08.27,15:21:10,2748,3325,180+1,MagnusCarlsen won by resignation,15:21:10,2024.08.27,15:28:01,https://www.chess.com/game/live/118511263861,Nf3 Nc6 d4 Nf6 g3 g6 Bg2 Bg7 O-O O-O b3 a5 a3 d5 Bb2 a4 b4 Ne4 Nbd2 Bf5 e3 b5 Nh4 Nxd2 Qxd2 Be6 f4 f5 Nf3 Qe8 Qe2 Nd8 Ne5 Nb7 Nd3 Nd6 Rae1 Bf7 Nc5 Rb8 c3 Rb6 Bc1 Ne4 Bd2 g5 fxg5 Bh5 Qd3 Rg6 Bf3 Bxf3 Rxf3 Nxg5 Rff1 e6 Kg2 h5 Rf4 Bh6 Ref1 Ne4 Qe2 Bxf4 exf4 h4 Be1 hxg3 hxg3 Rf7 Nd3 Rh7 Bf2 Rgh6 Bg1 Qg6 Rf3 Rh3 Qe3 Qh5 Ne5 Rh1 g4 Qh2+
Live Chess,Chess.com,2024.08.27,-,MagnusCarlsen,alexrustemov,1/2-1/2,b7/8/8/8/3K4/4N3/7k/8 w - -,UTC,D27,https://www.chess.com/openings/Queens-Gambit-Accepted-Classical-Main-Line,2024.08.27,15:32:23,3318,2885,180+1,Game drawn by insufficient material,15:32:23,2024.08.27,15:40:44,https://www.chess.com/game/live/118511879133,d4 d5 c4 dxc4 e3 Nf6 Bxc4 e6 Nf3 c5 O-O a6 Be2 Nc6 dxc5 Bxc5 Qxd8+ Kxd8 Nbd2 Ke7 Nb3 Bb6 Rd1 Rd8 Rxd8 Kxd8 Bd2 Ne4 Be1 Ke7 Bd3 Nf6 Rc1 Bd7 Nc5 Bxc5 Rxc5 Rc8 Kf1 h6 Ke2 Ne8 a3 Nd6 Nd2 b6 Rc2 a5 f3 Ne5 Rxc8 Bxc8 e4 Nxd3 Kxd3 Ba6+ Kd4 Nb5+ Ke3 Nd6 b3 e5 Bf2 Ke6 Nb1 a4 Kd2 axb3 Kc3 Bf1 Nd2 Bxg2 Bxb6 f5 exf5+ Nxf5 Bf2 Kd5 a4 g5 a5 h5 a6 Nd6 Kxb3 Kc6 Kb4 e4 Nb3 Nc8 Na5+ Kd5 fxe4+ Bxe4 a7 Nxa7 Bxa7 h4 Bf2 Ke5 Kc3 Kf4 Kd4 Kf3 Be1 Ba8 Nc4 Kg2 Bd2 Kxh2 Bxg5 Kg3 Ne3 h3 Be7 h2 Bd6+ Kh3 Bxh2 Kxh2
Live Chess,Chess.com,2024.08.27,-,BardArtem,MagnusCarlsen,0-1,6R1/5kP1/1p2r3/p7/8/4p3/8/4K3 w - -,UTC,B22,https://www.chess.com/openings/Alapin-Sicilian-Defense-2...e5-3.Nf3-Nc6-4.Bc4,2024.08.27,15:49:57,2862,3319,180+1,MagnusCarlsen won by resignation,15:49:57,2024.08.27,15:57:06,https://www.chess.com/game/live/118512575871,e4 c5 Nf3 Nc6 c3 e5 Bc4 Nf6 Ng5 d5 exd5 Nxd5 d4 cxd4 Qf3 Be6 Nxe6 fxe6 O-O Qf6 Bxd5 exd5 Qxd5 Rd8 Qe4 Bc5 Nd2 O-O Nf3 Qf5 Qxf5 Rxf5 cxd4 Nxd4 Be3 Ne2+ Kh1 Bxe3 fxe3 e4 Ng1 Rxf1 Rxf1 Rd2 Nxe2 Rxe2 h3 Rxb2 Rc1 a5 a4 Rb4 Rc7 h5 h4 Kh7 Rc5 b6 Rxh5+ Kg8 Rd5 Rxa4 g4 Ra3 g5 Rxe3 g6 Kf8 Rf5+ Ke8 Rf7 Rh3+ Kg2 Rxh4 Rxg7 e3 Kf3 Re4 Ke2 Re6 Rg8+ Ke7 Rg7+ Kf6 Rg8 Kf5 g7 Kg6 Ke1 Kf7
Live Chess,Chess.com,2024.08.27,-,MagnusCarlsen,scarabee43,1-0,2r5/8/6k1/8/2P1P3/2K2R2/8/8 b - -,UTC,D11,https://www.chess.com/openings/Slav-Defense-Modern-Line...4.g3-Bf5-5.Nc3-e6-6.Nh4,2024.08.27,16:00:47,3321,2945,180+1,MagnusCarlsen won by resignation,16:00:47,2024.08.27,16:09:25,https://www.chess.com/game/live/118513185135,d4 Nf6 Nf3 d5 g3 c6 c4 Bf5 Nc3 e6 Nh4 Bg6 Nxg6 hxg6 Qd3 Nbd7 Bg2 Bd6 O-O O-O Rd1 Qe7 Bg5 Bb4 e4 Bxc3 bxc3 dxe4 Bxe4 Rfd8 Bg2 Nf8 a4 e5 Qe2 Re8 a5 N8h7 Be3 e4 Rab1 Rad8 h4 Qc7 Qb2 Qxa5 Qxb7 Ng4 Ra1 Qxc3 Rdc1 Rb8 Qxf7+ Kxf7 Rxc3 Re7 Bf4 Rb2 Bd6 Rd7 Bh3 Nhf6 Be5 Rdb7 Bxf6 Nxf6 Rca3 Rd2 Rxa7 Rxa7 Rxa7+ Kf8 Be6 Rxd4 Rf7+ Ke8 Rxg7 Rd1+ Kg2 Rd2 Kf1 e3 fxe3 Ne4 Rxg6 Ke7 g4 Rh2 h5 Nd2+ Ke1 Nf3+ Kd1 Ne5 Rh6 Rh4 Kd2 c5 Bf5 Nxg4 Bxg4 Rxg4 Kd3 Rh4 Rh8 Kf6 h6 Kg6 h7 Rh5 Ke4 Kg7 Re8 Kxh7 Re5 Rh3 Rxc5 Kg6 Rf5 Rh8 Rf3 Re8+ Kd4 Rd8+ Kc3 Rc8 e4
Live Chess,Chess.com,2024.08.27,-,MagnusCarlsen,dropstoneDP,0-1,4r1k1/pp2qp1p/4B1p1/1P2Q1P1/8/3P4/P4PKP/8 w - -,UTC,A08,https://www.chess.com/openings/Kings-Indian-Attack-Sicilian-Variation-3.Bg2-g6-4.O-O-Bg7,2024.08.27,16:12:37,3308,3083,180+1,dropstoneDP won by resignation,16:12:37,2024.08.27,16:19:38,https://www.chess.com/game/live/118514281875,Nf3 d5 g3 g6 Bg2 Bg7 O-O c5 c4 d4 b4 d3 Qa4+ Bd7 b5 Bxa1 exd3 Bg7 Ba3 Nh6 Bxc5 O-O Nc3 Nf5 Re1 Be6 g4 Nd4 Nd5 Bxd5 cxd5 Nxf3+ Bxf3 Re8 Qe4 Nd7 Bxe7 Qa5 d6 Qxd2 Re2 Qc1+ Kg2 Rab8 Qd5 Bf6 g5 Bxe7 Rxe7 Rxe7 dxe7 Qc7 Bg4 Ne5 Be6 Qxe7 Qxe5 Re8
Live Chess,Chess.com,2024.08.27,-,the_chess_child,MagnusCarlsen,0-1,8/7k/1p5p/p1p2n2/P4P2/7K/8/5q2 w - -,UTC,B40,https://www.chess.com/openings/Sicilian-Defense-French-Variation...6.O-O-Nge7-7.c3-e5-8.a3,2024.08.27,16:24:11,2892,3309,180+1,MagnusCarlsen won by resignation,16:24:11,2024.08.27,16:32:18,https://www.chess.com/game/live/118514902167,e4 c5 Nf3 e6 d3 Nc6 g3 g6 Bg2 Bg7 O-O Nge7 c3 e5 a3 a5 a4 O-O Na3 d6 Nb5 h6 Nd2 Be6 Nc4 d5 exd5 Nxd5 Re1 Rb8 h4 b6 Qe2 Qd7 Bd2 Rbd8 Nbd6 Nde7 Rad1 Bg4 Bf3 Bxf3 Qxf3 f5 Bc1 Kh7 Qg2 Qe6 Nb5 Nd5 f4 e4 dxe4 Nxc3 Rxd8 Nxd8 Nxc3 Bxc3 bxc3 Qxc4 h5 gxh5 exf5 Qxc3 Bd2 Qd3 Re7+ Rf7 Re8 Nb7 f6 Nd6 Re7 Kg6 Re5 Nf5 Kh2 Rxf6 g4 hxg4 Qxg4+ Kh7 Qg2 Rg6 Qf2 Rg7 Bc1 Nh4 Re3 Qd1 Rg3 Rxg3 Kxg3 Nf5+ Kh3 Qxc1 Qf1 Qxf1+
Live Chess,Chess.com,2024.08.27,-,MagnusCarlsen,Shield12,1-0,4k3/4R3/p3NPP1/2p1p3/2P5/2P3K1/R1n1r3/1r6 b - -,UTC,A04,https://www.chess.com/openings/Reti-Opening-Sicilian-Invitation...4.d3-d5-5.O-O-Nf6,2024.08.27,16:40:53,3311,2975,180+1,MagnusCarlsen won by checkmate,16:40:53,2024.08.27,16:48:29,https://www.chess.com/game/live/118515587043,Nf3 Nf6 g3 c5 Bg2 Nc6 O-O e5 d3 d5 Na3 Be7 e4 O-O Qe2 d4 Nc4 Qc7 a4 a6 a5 Be6 b3 Nd7 Bd2 h6 Ne1 Rae8 f4 f5 exf5 Bxf5 g4 Be6 f5 Bf7 Be4 Nb4 Qg2 Nf6 h3 Nxe4 dxe4 Rd8 Qg3 Bxc4 bxc4 Bg5 Bxg5 hxg5 Rf2 Qc6 Nf3 Qxe4 Nxg5 Qc6 Qh4 Qh6 Qxh6 gxh6 Ne4 d3 c3 Nc2 Ra4 Rc8 Rd2 Rfd8 Kf2 Kf7 Ra2 Rc6 h4 b6 axb6 Rxb6 g5 hxg5 hxg5 Rh8 Rxd3 Rh2+ Kg3 Re2 g6+ Kg7 Rd7+ Kg8 f6 Rb8 Rg7+ Kf8 Ng5 Rb1 Ne6+ Ke8 Re7#
Live Chess,Chess.com,2024.08.27,-,artooon,MagnusCarlsen,0-1,8/6pk/5p2/2B5/R6p/2P1b2P/P3Q3/6qK w - -,UTC,C58,https://www.chess.com/openings/Italian-Game-Knight-Attack-Polerio-Bishop-Check-Line-6...Bd7-7.Qe2-Be7-8.Nc3,2024.08.27,16:53:08,3056,3314,180+1,MagnusCarlsen won by checkmate,16:53:08,2024.08.27,16:59:47,https://www.chess.com/game/live/118516688701,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5+ Bd7 Qe2 Be7 Nc3 c6 dxc6 Nxc6 O-O O-O Bxc6 Bxc6 d3 Re8 Nge4 Nd5 Nxd5 Qxd5 c4 Qd7 Nc3 Rad8 Be3 b6 Rad1 Qf5 f3 h5 Qf2 Rxd3 Qc2 e4 fxe4 Rxc3 bxc3 Qg6 Qf2 Bxe4 Rd7 h4 h3 Bf6 Bd4 Bd3 Re1 Rxe1+ Qxe1 Be4 Qf2 Bg5 Qe2 Kh7 c5 bxc5 Bxc5 f6 Bf8 Bh6 Bc5 Bf5 Rxa7 Bxh3 Ra4 Bg5 gxh3 Be3+ Kh1 Qg1#
Live Chess,Chess.com,2024.08.27,-,MagnusCarlsen,mishanick,1-0,8/3R2Qk/6p1/p5p1/P7/2q3PK/5P1P/8 b - -,UTC,A07,https://www.chess.com/openings/Kings-Indian-Attack-Double-Fianchetto-Variation...4.O-O-e5-5.d3-Nc6,2024.08.27,17:03:57,3317,3049,180+1,MagnusCarlsen won by resignation,17:03:57,2024.08.27,17:08:46,https://www.chess.com/game/live/118517298375,Nf3 d5 g3 g6 Bg2 Bg7 O-O e5 d3 Nc6 e4 Nge7 exd5 Nxd5 Nc3 Nb6 a4 a5 Bg5 Qd7 Re1 O-O Qd2 Re8 Nb5 Nd5 d4 e4 Ne5 Nxe5 dxe5 Rxe5 Rxe4 c6 Rxe5 Bxe5 Re1 Bg7 Bxd5 cxd5 Nc7 h6 Nxa8 hxg5 Nb6 Qd8 Nxc8 Qxc8 Qxd5 Qxc2 Re7 Qxb2 Qxf7+ Kh7 Rxb7 Qc1+ Kg2 Qc6+ Kh3 Qc8+ Rd7 Qc3 Qxg7+
Live Chess,Chess.com,2024.08.27,-,ural58,MagnusCarlsen,0-1,2r3k1/1q1ppp1p/6p1/4b3/2p2n2/8/Q2N1P1P/2KR2R1 w - -,UTC,B20,https://www.chess.com/openings/Sicilian-Defense-Snyder-Variation...3.Bb2-Nf6-4.e5-Nd5,2024.08.27,21:00:00,2521,3317,180+1,MagnusCarlsen won by resignation,21:00:00,2024.08.27,21:05:36,https://www.chess.com/game/live/118531154237,e4 c5 b3 g6 Bb2 Nf6 e5 Nd5 Nc3 Nc7 d4 Bg7 dxc5 Nc6 Nf3 Ne6 Ne4 Qc7 Qd5 b6 cxb6 axb6 a3 Ra5 Bb5 Bb7 O-O-O O-O a4 Na7 Qd3 Nxb5 axb5 Nf4 Qe3 Nxg2 Qd4 Rc8 c4 Rxb5 Ned2 Bxf3 Nxf3 Rxb3 Nd2 Rxb2 Qxb2 Bxe5 Qb3 b5 Rhg1 bxc4 Qa4 Qb7 Qa2 Nf4
Live Chess,Chess.com,2024.08.27,-,MagnusCarlsen,dcremisi,1-0,r2q1br1/1b2kpNp/pBnp2pP/1p2p1P1/4P3/1P6/P1PQ1P2/1NKR1B1R b - -,UTC,B07,https://www.chess.com/openings/Pirc-Defense-Petruccioli-Attack,2024.08.27,21:10:01,3317,2632,180+1,MagnusCarlsen won by resignation,21:10:01,2024.08.27,21:13:22,https://www.chess.com/game/live/118531753693,h4 d6 e4 Nc6 Nc3 Nf6 d4 e6 g4 Be7 g5 Nd7 Be3 b6 Qd2 Bb7 O-O-O a6 h5 b5 Nf3 Na5 d5 e5 Nh4 Nb6 Nf5 Bf8 h6 g6 Ng7+ Ke7 b3 Rg8 Nb1 c5 dxc6 Nxc6 Bxb6
Live Chess,Chess.com,2024.08.27,-,Bob_2004,MagnusCarlsen,0-1,8/6k1/2p5/3p2P1/p1pP4/P2q3P/1P2rQK1/8 w - -,UTC,D31,https://www.chess.com/openings/Queens-Gambit-Declined-Queens-Knight-Variation,2024.08.27,21:21:12,2725,3318,180+1,MagnusCarlsen won by resignation,21:21:12,2024.08.27,21:29:01,https://www.chess.com/game/live/118532863951,d4 d5 c4 e6 Nc3 h6 cxd5 exd5 Nf3 Nf6 Bf4 Bd6 Bxd6 Qxd6 e3 O-O h3 Bf5 Bd3 Bxd3 Qxd3 Nbd7 O-O c6 Rab1 a5 a3 Rfe8 Nd2 a4 Rbc1 b5 Na2 Nb6 Nb4 Nc4 Nxc4 bxc4 Qf5 Ne4 Rc2 Re6 Qg4 Rae8 Qd1 Rg6 f4 Ng3 Rf3 Nf5 Re2 Rge6 Kf2 Re4 Nc2 Nh4 Rg3 g6 Qd2 Kh7 Qb4 Qe6 Qd2 Nf5 Rf3 Nh4 Rg3 f6 Qd1 g5 fxg5 hxg5 Kg1 Kh6 Qe1 f5 Qf2 f4 Rg4 fxe3 Nxe3 Rxe3 Rxh4+ gxh4 Qxh4+ Kg6 Rf2 Re4 g4 Kg7 Qg5+ Qg6 Qh4 Re1+ Kg2 R1e2 Qg3 Rxf2+ Qxf2 Qd3 g5 Re2
Live Chess,Chess.com,2024.08.27,-,MagnusCarlsen,dretch,1-0,8/2P5/p4PQ1/1pq3kp/8/P2B1KP1/7r/8 b - -,UTC,B22,https://www.chess.com/openings/Alapin-Sicilian-Defense...3.Nf3-d5-4.e5-Nc6,2024.08.27,21:31:14,3319,2865,180+1,MagnusCarlsen won by checkmate,21:31:14,2024.08.27,21:39:26,https://www.chess.com/game/live/118533464185,e4 e6 Nf3 d5 e5 c5 c3 Nc6 g3 f6 exf6 Nxf6 d4 Bd6 Bg2 O-O O-O Bd7 Re1 Qc7 Be3 b6 Na3 a6 c4 cxd4 Nxd4 Nxd4 Bxd4 e5 Bf3 exd4 cxd5 Rae8 Rxe8 Nxe8 Rc1 Qd8 Nc4 Qf6 Kg2 Bc5 a3 b5 Nd2 Bb6 Ne4 Qe5 b4 Nd6 Nc5 Bc8 Nd3 Qf6 Rc6 Qd8 Nc5 Nf5 Be4 Bxc5 bxc5 Bb7 Qb3 Bxc6 dxc6+ Kh8 Qe6 Ne7 Qd6 Nc8 Qd7 Qf6 f4 d3 Qxd3 Rd8 Qe2 Qe7 Qf3 Rd2+ Kh3 Qe6+ f5 Qh6+ Kg4 Rxh2 Qd3 Qh5+ Kf4 Qh6+ Kg4 Qf6 Qd7 h5+ Kf3 Qc3+ Bd3 Ne7 c7 Qxc5 Qe8+ Kh7 f6+ Kh6 Qh8+ Kg5 Qxg7+ Ng6 Qxg6#
